times,recall,precision,F1-score,storage,time
0,0.08,0.049886621315192746,0.06145251396648045,407744.0,228.64759612083435
1,0.01090909090909091,0.007751937984496124,0.00906344410876133,407744.0,218.40770173072815
2,0.09090909090909091,0.05668934240362812,0.06983240223463687,407744.0,218.0506889820099
3,0.05090909090909091,0.034653465346534656,0.04123711340206186,407744.0,229.32752394676208
4,0.007272727272727273,0.005,0.0059259259259259265,407744.0,233.69094491004944
