times,recall,precision,F1-score,storage,time
0,0.007272727272727273,0.03125,0.011799410029498525,407744.0,301.7318353652954
1,0.05454545454545454,0.2777777777777778,0.0911854103343465,407744.0,312.6578617095947
2,0.007272727272727273,0.0273972602739726,0.01149425287356322,407744.0,294.2478873729706
3,0.007272727272727273,0.023529411764705882,0.011111111111111112,407744.0,296.017160654068
4,0.10181818181818182,0.29473684210526313,0.15135135135135136,407744.0,309.83421421051025
