times,recall,precision,F1-score,storage,time
0,0.6486486486486487,0.6486486486486487,0.6486486486486487,407744.0,236.56715965270996
1,0.40540540540540543,0.9375,0.5660377358490566,407744.0,236.75661730766296
2,0.32432432432432434,0.7058823529411765,0.44444444444444453,407744.0,270.4385139942169
3,0.4594594594594595,0.5862068965517241,0.5151515151515151,407744.0,286.2318503856659
4,0.6216216216216216,0.575,0.5974025974025973,407744.0,267.19645166397095
