times,recall,precision,F1-score,storage,time
0,0.5405405405405406,0.46511627906976744,0.5,2046072.0,316.9887216091156
1,0.6216216216216216,0.3484848484848485,0.44660194174757284,2046072.0,299.13668179512024
2,0.4864864864864865,0.5454545454545454,0.5142857142857143,2046072.0,308.4389111995697
3,0.7567567567567568,0.4,0.5233644859813084,2046072.0,312.1605808734894
4,0.5675675675675675,0.28378378378378377,0.3783783783783784,2046072.0,251.59892439842224
