times,recall,precision,F1-score,storage,time
0,0.9452054794520548,0.375,0.5369649805447472,407744.0,345.6010615825653
1,0.958904109589041,0.3448275862068966,0.5072463768115941,407744.0,341.93606090545654
2,0.9315068493150684,0.5666666666666667,0.7046632124352331,407744.0,340.4665832519531
3,0.8904109589041096,0.24714828897338403,0.3869047619047619,407744.0,340.54570984840393
4,0.9178082191780822,0.638095238095238,0.7528089887640449,407744.0,342.79739022254944
