times,recall,precision,F1-score,storage,time
0,1.0,1.0,1.0,407744.0,310.0425069332123
1,1.0,1.0,1.0,407744.0,308.77344036102295
2,1.0,1.0,1.0,407744.0,306.70703291893005
3,1.0,1.0,1.0,407744.0,307.35611033439636
4,1.0,1.0,1.0,407744.0,311.2981894016266
