times,recall,precision,F1-score,storage,time
0,1.0,1.0,1.0,407744.0,284.9289765357971
1,1.0,1.0,1.0,407744.0,285.68241930007935
2,1.0,1.0,1.0,407744.0,268.2754807472229
3,1.0,1.0,1.0,407744.0,267.54736852645874
4,1.0,1.0,1.0,407744.0,238.89136266708374
