times,recall,precision,F1-score,storage,time
0,1.0,1.0,1.0,407744.0,283.5145926475525
1,1.0,1.0,1.0,407744.0,285.30721712112427
2,1.0,1.0,1.0,407744.0,287.54949927330017
3,1.0,1.0,1.0,407744.0,288.3295741081238
4,1.0,1.0,1.0,407744.0,284.00465202331543
