times,recall,precision,F1-score,storage,time
0,0.12015503875968993,0.3069306930693069,0.17270194986072426,407744.0,408.9762935638428
1,0.12403100775193798,0.3137254901960784,0.17777777777777776,407744.0,400.16149282455444
2,0.050387596899224806,0.26,0.08441558441558442,407744.0,404.28315901756287
3,0.12403100775193798,0.36363636363636365,0.18497109826589594,407744.0,409.57089924812317
4,0.023255813953488372,0.14285714285714285,0.04,407744.0,408.6743948459625
