times,recall,precision,F1-score,storage,time
0,1.0,1.0,1.0,407744.0,311.251327753067
1,1.0,1.0,1.0,407744.0,316.7723457813263
2,1.0,1.0,1.0,407744.0,313.3927044868469
3,1.0,1.0,1.0,407744.0,297.7830102443695
4,1.0,1.0,1.0,407744.0,282.81607127189636
