file,recall,precision,F1-score,storage,time
rplp-10.0.210.33.csv,0.4563380281690141,0.5700056374978976,0.4954097842780099,407744.0,409.36905403137206
rplp-10.0.210.34.csv,0.7294117647058824,0.43869062105625456,0.5310061908369426,407744.0,413.71444482803344
rplp-10.0.210.35.csv,0.9452054794520548,0.35218309231940215,0.5095737540075979,407744.0,429.07192850112915
rplp-10.0.210.36.csv,0.4238532110091743,0.45971250664414826,0.4356688262522252,407744.0,426.23990125656127
rspt-10.0.210.33.csv,0.538888888888889,0.3075877869403348,0.3247868452531654,407744.0,426.3396644115448
rspt-10.0.210.34.csv,0.4054054054054054,0.5618483052135583,0.4427969796091375,407744.0,430.3699310779572
rspt-10.0.210.35.csv,0.12758620689655173,0.780952380952381,0.20799383174332134,407744.0,428.15557680130007
rspt-10.0.210.36.csv,0.503448275862069,0.3391986556708883,0.4022230407505079,407744.0,426.28336319923403
sucp-10.0.210.33.csv,0.04948453608247423,0.2576241058343687,0.08279225885792407,407744.0,460.5542921543121
sucp-10.0.210.34.csv,0.05661764705882353,0.26119020715630886,0.09210359027876878,407744.0,461.51360430717466
sucp-10.0.210.35.csv,0.0392156862745098,0.18362244897959182,0.0642774921650822,407744.0,402.5506772518158
sucp-10.0.210.36.csv,0.05348837209302326,0.22792640593424687,0.08643645192097597,407744.0,340.0309627056122
tps-10.0.210.33.csv,1.0,1.0,1.0,407744.0,211.10251913070678
tps-10.0.210.34.csv,1.0,1.0,1.0,407744.0,197.7122103214264
tps-10.0.210.35.csv,0.6666666666666666,0.5,0.5714285714285715,407744.0,196.98539595603944
tps-10.0.210.36.csv,0.7857142857142857,0.3495749089402168,0.4834366925064598,407744.0,197.93307447433472
