times,recall,precision,F1-score,storage,time
0,0.4722222222222222,0.30357142857142855,0.3695652173913044,407744.0,909.4272792339325
1,0.5277777777777778,0.5428571428571428,0.5352112676056338,407744.0,812.0434308052063
2,0.6666666666666666,0.6153846153846154,0.64,407744.0,799.1527116298676
3,0.3055555555555556,0.3548387096774194,0.3283582089552239,407744.0,799.1009583473206
4,0.3055555555555556,0.22916666666666666,0.2619047619047619,407744.0,797.2770428657532
