times,recall,precision,F1-score,storage,time
0,0.4482758620689655,0.3291139240506329,0.3795620437956205,407744.0,327.1960153579712
1,0.6379310344827587,0.1761904761904762,0.27611940298507465,407744.0,340.26595401763916
2,0.5172413793103449,0.25,0.33707865168539325,407744.0,333.14837098121643
3,0.41379310344827586,0.4,0.4067796610169491,407744.0,330.10848665237427
4,0.4482758620689655,0.34210526315789475,0.3880597014925373,407744.0,322.4545667171478
