times,recall,precision,F1-score,storage,time
0,0.6666666666666666,0.4,0.5,407744.0,285.5263900756836
1,0.6666666666666666,0.6666666666666666,0.6666666666666666,407744.0,283.6368157863617
2,0.6666666666666666,0.5,0.5714285714285715,407744.0,280.45049691200256
3,0.6666666666666666,0.5,0.5714285714285715,407744.0,283.24083137512207
4,0.6666666666666666,0.5,0.5714285714285715,407744.0,260.25616812705994
