times,recall,precision,F1-score,storage,time
0,0.0,0.0,0.0,407744.0,357.3147759437561
1,0.05172413793103448,1.0,0.09836065573770492,407744.0,358.4032692909241
2,0.27586206896551724,0.8888888888888888,0.42105263157894735,407744.0,357.03994059562683
3,0.46551724137931033,0.7714285714285715,0.5806451612903226,407744.0,359.74872517585754
4,0.06896551724137931,1.0,0.12903225806451613,407744.0,351.0903811454773
