file,recall,precision,F1-score,storage,time
Twitter_volume_AAPL.csv,0.0,0.0,0.0,39464.0,37.712973546981814
Twitter_volume_AMZN.csv,0.0,0.0,0.0,79096.0,46.45778455734253
Twitter_volume_CRM.csv,0.33291457286432163,0.22867535579244497,0.2707598788376811,49712.0,34.92614531517029
Twitter_volume_CVS.csv,0.33277310924369746,0.2946497827243689,0.31252822211716796,70408.0,32.97971501350403
Twitter_volume_FB.csv,1.0,0.9070077516755802,0.9512354379938482,88872.0,47.18261346817017
Twitter_volume_GOOG.csv,0.33277310924369746,0.28939538617547633,0.3087327089237381,62680.0,40.09952621459961
Twitter_volume_IBM.csv,1.0,0.9947396581164328,0.9973625179176292,126168.0,49.51956267356873
Twitter_volume_KO.csv,0.3329129886506936,0.7322629991690308,0.4573374615486281,99872.0,46.8416793346405
Twitter_volume_PFE.csv,0.9001261034047919,0.4039434256179151,0.5566320496269702,35176.0,27.977770280838012
Twitter_volume_UPS.csv,0.1994949494949495,0.04496425715116897,0.073365919565291,17808.0,20.13275499343872
