file,recall,precision,F1-score,storage,time
Twitter_volume_AAPL.csv,0.0,0.0,0.0,39464.0,40.70289297103882
Twitter_volume_AMZN.csv,0.0,0.0,0.0,79096.0,39.89683799743652
Twitter_volume_CRM.csv,0.33291457286432163,0.4436090518622505,0.3803677560609357,49712.0,37.25370602607727
Twitter_volume_CVS.csv,0.33277310924369746,0.3351216914932171,0.3337002242028301,70408.0,34.48562450408936
Twitter_volume_FB.csv,1.0,0.9108356204347288,0.9533198917837096,88872.0,41.35586457252502
Twitter_volume_GOOG.csv,0.33277310924369746,0.38363036978079895,0.3560282755557858,62680.0,38.97517595291138
Twitter_volume_IBM.csv,1.0,0.9957365182089477,0.9978636109523104,126168.0,44.53597888946533
Twitter_volume_KO.csv,0.3329129886506936,0.7653525324762416,0.4639794556318414,99872.0,45.548624181747435
Twitter_volume_PFE.csv,0.49936948297604034,0.4747118934428964,0.48627656476229586,35176.0,28.836943435668946
Twitter_volume_UPS.csv,0.1994949494949495,0.21639985920176583,0.20729835464624785,17808.0,28.28668346405029
